bookkeeping,child_dialect_count,child_family_count,child_language_count,description,family_pk,father_pk,hid,id,jsondata,latitude,level,longitude,markup_description,name,newick,pk,status
False,0,0,0,,207,9251,dmr,east2472,{},-7.16991,language,128.636,,East Damar,'East Damar [east2472][dmr]-l-':1,12304,vulnerable
False,0,0,0,,207,9252,hbu,habu1241,{},-8.76565,language,125.965,,Habu,'Habu [habu1241][hbu]-l-':1,12306,definitely endangered
False,0,0,0,,207,9253,lva,maku1277,{},-8.40372,language,127.239,,Maku'a,'Maku''a [maku1277][lva]-l-':1,12307,critically endangered
False,3,0,0,,207,9254,heg,helo1243,{},-10.2647,language,123.377,,Helong,"('Funai [funa1237]':1,'Helong Darat [helo1244]':1,'Helong Pulau [helo1245]':1)'Helong [helo1243][heg]-l-':1",12312,vulnerable
False,3,0,0,,207,9265,ski,sika1262,{},-8.67302,language,122.38,,Sika,"('Sara Krowe [sara1324]':1,'Sikka Natar [sikk1243]':1,'Tana Ai [tana1283]':1)'Sika [sika1262][ski]-l-':1",12313,safe
False,0,0,0,,207,9266,udj,ujir1237,{},-5.69329,language,134.257,,Ujir,'Ujir [ujir1237][udj]-l-':1,12316,definitely endangered
False,0,0,0,,207,9267,mqi,mari1430,{},-6.15097,language,134.88107,,Mariri,'Mariri [mari1430][mqi]-l-':1,12317,safe
False,0,0,0,,207,9267,bay,batu1258,{},-5.814412,language,134.784314,,Batuley,'Batuley [batu1258][bay]-l-':1,12318,vulnerable
False,2,0,0,,207,9269,baj,bara1367,{},-6.7394,language,134.671,,Barakai,"('Mesiang [mesi1244]':1,'Nuclear Barakai [nucl1523]':1)'Barakai [bara1367][baj]-l-':1",12321,safe
False,0,0,0,,207,9269,kyd,kare1339,{},-6.74181,language,134.375,,Karey,'Karey [kare1339][kyd]-l-':1,12322,vulnerable
False,0,0,0,,207,9271,woo,mano1275,{},-5.94468,language,134.329,,Manombai,'Manombai [mano1275][woo]-l-':1,12323,safe
False,0,0,0,,207,9271,lrn,lora1237,{},-6.30338,language,134.41,,Lorang,'Lorang [lora1237][lrn]-l-':1,12325,safe
False,2,0,0,,207,9271,lcd,lola1248,{},-6.34188,language,134.879,,Lola,"('Nuclear Lola [nucl1524]':1,'Warabal [wara1297]':1)'Lola [lola1248][lcd]-l-':1",12326,definitely endangered
False,0,0,0,,207,9277,amv,ambe1248,{},-3.85919,language,127.196,,Ambelau,'Ambelau [ambe1248][amv]-l-':1,12337,safe
False,2,0,0,,207,9278,tev,teor1240,{},-4.74159,language,131.737,,Teor,"('Gaur Kristen [gaur1240]':1,'Ut [uttt1237]':1)'Teor [teor1240][tev]-l-':1",12339,vulnerable
False,0,0,0,,207,9278,kuv,kurr1245,{},-5.34077,language,131.986,,Kur,'Kur [kurr1245][kuv]-l-':1,12340,vulnerable
False,2,0,0,,207,9279,tkd,tuku1254,{},-8.6788,language,125.283,,Tukudede,"('Keha [keha1237]':1,'Nuclear Tukudede [nucl1539]':1)'Tukudede [tuku1254][tkd]-l-':1",12341,safe
False,2,0,0,,207,9279,kem,kema1243,{},-9.00299,language,125.159,,Kemak,"('Nogo [nogo1237]':1,'Nuclear Kemak [nucl1540]':1)'Kemak [kema1243][kem]-l-':1",12342,vulnerable
False,0,0,0,,207,9280,lka,laka1255,{},-8.86372,language,125.716,,Lakalei,'Lakalei [laka1255][lka]-l-':1,12343,vulnerable
False,0,0,0,,207,9280,idt,idat1237,{},-8.76258,language,125.832,,Idaté,'Idaté [idat1237][idt]-l-':1,12344,vulnerable
False,0,0,0,,207,9282,yap,yape1248,{},9.55811,language,138.125,,Yapese,'Yapese [yape1248][yap]-l-':1,12349,safe
False,0,0,0,,207,9282,nuw,ngul1236,{},8.45,language,137.34,,Nguluwan,'Nguluwan [ngul1236][nuw]-l-':1,12350,critically endangered
False,5,0,0,,207,9283,emi,muss1246,{},-1.44105,language,149.624,,Mussau-Emira,"('Emira [emir1237]':1,('Eastern Mussau [east2461]':1,'Southern Mussau [sout2880]':1,'Western Mussau [west2534]':1)'Mussau [muss1248]':1)'Mussau-Emira [muss1246][emi]-l-':1",12351,definitely endangered
False,0,0,0,,207,9283,tns,teni1244,{},-2.71805,language,150.923,,Tenis,'Tenis [teni1244][tns]-l-':1,12352,severely endangered
False,0,0,0,,207,9287,nau,naur1243,{},-0.52957,language,166.922,,Nauru,'Nauru [naur1243][nau]-l-':1,12361,definitely endangered
False,2,0,0,,207,9291,dhv,dehu1237,{},-20.8892,language,167.229,,Dehu,"('Losi [losi1239]':1,'Wete [wete1237]':1)'Dehu [dehu1237][dhv]-l-':1",12368,safe
False,0,0,0,,207,9291,iai,iaai1238,{},-20.6301,language,166.59,,Iaai,'Iaai [iaai1238][iai]-l-':1,12369,vulnerable
False,0,0,0,,207,9291,nen,neng1238,{},-21.5305,language,167.964,,Nengone,'Nengone [neng1238][nen]-l-':1,12370,safe
False,0,0,0,,207,9292,rtm,rotu1241,{},-12.5008,language,177.066,,Rotuman,'Rotuman [rotu1241][rtm]-l-':1,12371,vulnerable
False,0,0,0,,207,9293,nbn,kuri1260,{},-2.80683,language,134.098,,Nabi,'Nabi [kuri1260][nbn]-l-':1,12374,definitely endangered
False,0,0,0,,207,9293,irh,irar1238,{},-2.94438,language,133.586,,Irarutu,'Irarutu [irar1238][irh]-l-':1,12375,vulnerable
False,0,0,0,,207,9294,tni,tand1253,{},-2.84228,language,134.532,,Tandia,'Tandia [tand1253][tni]-l-':1,12378,critically endangered
False,3,0,0,,207,9294,wrp,waro1242,{},-2.31142,language,136.633,,Waropen,"('Mo''or [moor1246]':1,'Napan [napa1243]':1,'Waropen Kai [waro1243]':1)'Waropen [waro1242][wrp]-l-':1",12379,definitely endangered
False,0,0,0,,207,9294,mhz,morm1235,{},-2.87055,language,135.95,,Mor (Mor Islands),'Mor {Mor Islands} [morm1235][mhz]-l-':1,12381,definitely endangered
False,7,0,0,,207,9327,ptu,bamb1270,{},-3.02759,language,119.201,,Bambam,"('Bambam Hulu [bamb1271]':1,'Bumal [buma1246]':1,'Issilita'' [issi1237]':1,'Matangnga [mata1286]':1,'Mehalaan [meha1242]':1,'Pakkau [pakk1243]':1,'Salu Mokanam [salu1250]':1)'Bambam [bamb1270][ptu]-l-':1",12432,safe
False,3,0,0,,207,9327,ulm,ulum1237,{},-3.00933,language,118.994,,Ulumanda',"('Botteng [bott1237]':1,'Sondoang [sond1252]':1,'Tappalang [tapp1240]':1)'Ulumanda'' [ulum1237][ulm]-l-':1",12433,safe
False,3,0,0,,207,9327,atq,aral1243,{},-2.78397,language,119.319,,Aralle-Tabulahan,"('Aralle [aral1244]':1,'Mambi [mamb1308]':1,'Tabulahan [tabu1243]':1)'Aralle-Tabulahan [aral1243][atq]-l-':1",12434,safe
False,0,0,0,,207,9340,lra,rara1235,{},1.27026,language,109.539,,Rara Bakati','Rara Bakati'' [rara1235][lra]-l-':1,12437,safe
False,0,0,0,,207,9340,sre,sara1329,{},1.20403,language,109.6155,,Sara Bakati','Sara Bakati'' [sara1329][sre]-l-':1,12438,definitely endangered
False,2,0,0,,207,11986,bna,bone1254,{},-7.37657,language,121.792,,Bonerate,"('Karompa [karo1301]':1,'Nuclear Bonerate [nucl1576]':1)'Bonerate [bone1254][bna]-l-':1",14812,safe
False,4,0,0,,207,11988,mqn,moro1287,{},-4.62361,language,121.824,,Moronene,"('Kabaena [kaba1285]':1,('Poleang [pole1241]':1,'Rumbia [rumb1240]':1)'Wita Ea [wita1237]':1)'Moronene [moro1287][mqn]-l-':1",14816,safe
False,0,0,0,,207,11993,bgb,bobo1255,{},-0.36759,language,121.922,,Bobongko,'Bobongko [bobo1255][bgb]-l-':1,14823,definitely endangered
False,0,0,0,,207,11994,ttp,tomb1245,{},-2.50998,language,121.915,,Tombelala,'Tombelala [tomb1245][ttp]-l-':1,14824,definitely endangered
False,0,0,0,,207,11994,pmf,pamo1252,{},-1.62663,language,121.268,,Pamona,'Pamona [pamo1252][pmf]-l-':1,14825,vulnerable
False,10,0,0,,207,11995,lew,ledo1238,{},-1.03033,language,120.132,,Ledo Kaili,"('Ado [adoo1237]':1,'Doi {Indonesia} [doii1242]':1,'Edo [edoo1240]':1,'Ija [ijaa1237]':1,'Ledo [ledo1237]':1,'Rai {Ledo Kaili} [raii1238]':1,'Raio [raio1237]':1,'Taa {Indonesia} [taaa1243]':1,'Tado {Ledo Kaili} [tado1247]':1,'Tara [tara1318]':1)'Ledo Kaili [ledo1238][lew]-l-':1",14826,safe
False,0,0,0,,207,11995,tvw,sedo1237,{},-1.37295,language,120.378,,Sedoa,'Sedoa [sedo1237][tvw]-l-':1,14827,vulnerable
False,0,0,0,,207,11995,unz,unde1235,{},-0.85876,language,119.673,,Unde Kaili,'Unde Kaili [unde1235][unz]-l-':1,14828,safe
False,0,0,0,,207,11995,toy,topo1243,{},-2.06702,language,119.314,,Topoiyo,'Topoiyo [topo1243][toy]-l-':1,14829,severely endangered
False,2,0,0,,207,11995,kzf,daak1235,{},-1.21051,language,119.527,,Da'a Kaili,"('Da''a [daaa1238]':1,'Inde [inde1241]':1)'Da''a Kaili [daak1235][kzf]-l-':1",14831,safe
False,0,0,0,,207,11995,brs,bara1371,{},-1.5667,language,119.342,,Baras,'Baras [bara1371][brs]-l-':1,14832,definitely endangered
False,2,0,0,,207,11996,bhz,bada1261,{},-1.80249,language,120.319,,Bada (Indonesia),"('Ako {Indonesia} [akoo1250]':1,'Bada [bada1262]':1)'Bada {Indonesia} [bada1261][bhz]-l-':1",14833,safe
False,0,0,0,,207,11996,npy,napu1241,{},-1.43707,language,120.338,,Napu,'Napu [napu1241][npy]-l-':1,14834,definitely endangered
False,0,0,0,,207,11996,bep,beso1237,{},-1.60095,language,120.379,,Besoa,'Besoa [beso1237][bep]-l-':1,14835,definitely endangered
False,0,0,0,,207,12013,sjm,mapu1244,{},6.09061,language,118.75,,Mapun,'Mapun [mapu1244][sjm]-l-':1,14850,safe
False,7,0,0,,207,12013,bdr,west2560,{},6.00631,language,116.124,,West Coast Bajau,"('Banggi [bang1367]':1,'Kawang [kawa1280]':1,'Kota Belud [kota1276]':1,'Papar {West Coast Bajau} [papa1267]':1,'Pitas Bajau [pita1245]':1,'Putatan [puta1239]':1,'Sandakan Bajau [sand1274]':1)'West Coast Bajau [west2560][bdr]-l-':1",14851,vulnerable
False,11,0,0,,207,12013,bdl,indo1317,{},-3.68664,language,122.253,,Indonesian Bajau,"('Jampea [jamp1237]':1,'Jaya Bakti [jaya1244]':1,'Kajoa [kajo1241]':1,'Matalaang [mata1285]':1,'Poso [poso1238]':1,'Roti [roti1238]':1,'Same'' [same1241]':1,'Sulamu [sula1246]':1,'Togian 1 [tong1328]':1,'Togian 2 [tong1327]':1,'Wallace [wall1258]':1)'Indonesian Bajau [indo1317][bdl]-l-':1",14852,vulnerable
False,1,0,0,,207,12014,sml,cent2092,{},7.004574,language,118.455978,,Central Sama,('Dilaut-Badjao [dila1238]':1)'Central Sama [cent2092][sml]-l-':1,14853,safe
False,17,0,0,,207,12014,ssb,sout2918,{},4.755836,language,119.483887,,Southern Sama,"('Bajau Banaran [baja1263]':1,'Bajau Darat [baja1261]':1,'Bajau Laut [baja1260]':1,'Bajau Semporna [baja1262]':1,'Balimbing [bali1281]':1,'Bongao [bong1288]':1,'Laminusa [lami1238]':1,'Languyan [lang1326]':1,'Obian [obia1237]':1,'Sama {Malaysia-Philippines} [sama1303]':1,'Sapa-Sapa [sapa1252]':1,'Sibutu'' [sibu1255]':1,'Sikubung [siku1243]':1,'Simunul [simu1237]':1,'Sitangkai [sita1237]':1,'Tandubas [tand1255]':1,'Ubian [ubia1237]':1)'Southern Sama [sout2918][ssb]-l-':1",14854,safe
False,6,0,0,,207,12014,sse,bala1311,{},6.011614,language,121.686646,,Balangingi,"('Daongdung [daon1242]':1,'Kabinga''an [kabi1262]':1,'Lutangan [luta1238]':1,'Nuclear Balangingi [nucl1552]':1,'Sibuco-Vitali [sibu1254]':1,'Sibuguey [sibu1253]':1)'Balangingi [bala1311][sse]-l-':1",14855,safe
False,0,0,0,,207,12097,umi,ukit1237,{},1.56623,language,114.579,,Ukit,'Ukit [ukit1237][umi]-l-':1,14876,definitely endangered
False,0,0,0,,207,12097,bvk,buka1261,{},1.29075,language,113.246,,Bukat,'Bukat [buka1261][bvk]-l-':1,14877,vulnerable
False,2,0,0,,207,12097,bkn,buki1248,{},2.34947,language,114.895,,Bukitan,"('Punan Busang [puna1269]':1,'Punan Ukit [puna1270]':1)'Bukitan [buki1248][bkn]-l-':1",14878,vulnerable
False,0,0,0,,207,12098,spg,sian1255,{},2.66154,language,113.843,,Sian,'Sian [sian1255][spg]-l-':1,14879,severely endangered
False,0,0,0,,207,12098,pud,puna1267,{},1.38035,language,116.089,,Punan Aput,'Punan Aput [puna1267][pud]-l-':1,14880,vulnerable
False,0,0,0,,207,12098,pnm,puna1278,{},2.65327,language,113.93,,Punan Batu 1,'Punan Batu 1 [puna1278][pnm]-l-':1,14881,severely endangered
False,0,0,0,,207,12098,puf,puna1268,{},0.50763,language,115.588,,Punan Merah,'Punan Merah [puna1268][puf]-l-':1,14882,definitely endangered
False,2,0,0,,207,12104,ruu,lana1236,{},5.39196,language,116.577,,Lanas Lobu,"('Lobu [lobu1241]':1,'Rumanau [ruma1251]':1)'Lanas Lobu [lana1236][ruu]-l-':1",14884,vulnerable
False,4,0,0,,207,12104,dmg,uppe1427,{},5.31911,language,116.901,,Upper Kinabatangan,"('Dusun Segama [dusu1276]':1,'Kalabuan [kala1392]':1,'Makiang [maki1248]':1,'Sinabu'' [sina1268]':1)'Upper Kinabatangan [uppe1427][dmg]-l-':1",14885,vulnerable
False,0,0,0,,207,12104,low,tamp1254,{},5.72467,language,116.789,,Tampias Lobu,'Tampias Lobu [tamp1254][low]-l-':1,14886,vulnerable
False,3,0,0,,207,12107,drg,rung1259,{},6.83989,language,116.743,,Rungus,"('Gonsomon [gons1237]':1,'Nuclear Rungus [nucl1563]':1,'Nulu [nulu1237]':1)'Rungus [rung1259][drg]-l-':1",14888,vulnerable
False,0,0,0,,207,12109,kzj,coas1294,{},5.77065,language,116.063,,Coastal Kadazan,'Coastal Kadazan [coas1294][kzj]-l-':1,14890,safe
False,12,0,0,,207,12109,dtp,cent2100,{},6.02998,language,116.681,,Central Dusun,"('Beaufort [beau1240]':1,'Bundu [bund1257]':1,'Dusun Sinulihan [dusu1275]':1,'Kadazan-Tagaro [kada1288]':1,'Kiundu [kiun1242]':1,'Kuala Monsok Dusun [kual1253]':1,'Luba [luba1252]':1,'Menggatal [meng1270]':1,'Pahu'' [pahu1240]':1,'Ranau [rana1248]':1,'Sokid [soki1240]':1,'Tindal [tind1242]':1)'Central Dusun [cent2100][dtp]-l-':1",14891,vulnerable
False,0,0,0,,207,12109,tdu,temp1235,{},6.36389,language,116.545,,Tempasuk Dusun,'Tempasuk Dusun [temp1235][tdu]-l-':1,14893,vulnerable
False,0,0,0,,207,12114,kve,kala1391,{},4.53605,language,117.317,,Kalabakan,'Kalabakan [kala1391][kve]-l-':1,14898,vulnerable
False,0,0,0,,207,12114,kqv,okol1241,{},4.53989,language,115.753,,Okolod,'Okolod [okol1241][kqv]-l-':1,14900,safe
False,6,0,0,,207,12116,plz,palu1253,{},5.02715,language,116.346,,Paluan,"('Dalit Murut [dali1243]':1,'Makaheeliga [maka1309]':1,'Nuclear Paluan [nucl1558]':1,'Pandewan [pand1267]':1,'Sook Murut [sook1243]':1,'Takapan [taka1266]':1)'Paluan [palu1253][plz]-l-':1",14901,vulnerable
False,3,0,0,,207,12116,bnb,book1241,{},5.32519,language,116.474,,Bookan,"('Baukan [bauk1238]':1,'Kokoroton Murut [koko1270]':1,'Tengara [teng1271]':1)'Bookan [book1241][bnb]-l-':1",14903,definitely endangered
False,0,0,0,,207,12116,gnq,gana1277,{},5.57583,language,116.145,,Gana,'Gana [gana1277][gnq]-l-':1,14904,definitely endangered
False,9,0,0,,207,12116,tih,timu1262,{},5.1796,language,115.826,,Timugon Murut,"('Beaufort Murut [beau1239]':1,'Bukau [buka1260]':1,'Dabugus [dabu1242]':1,'Kapagalan [kapa1254]':1,'Lower Murut [lowe1413]':1,'Murut Padas [muru1272]':1,'Poros [poro1254]':1,'Sandiwar [sand1275]':1,'Timugon [timu1263]':1)'Timugon Murut [timu1262][tih]-l-':1",14905,vulnerable
False,3,0,0,,207,12116,kxi,keni1249,{},5.42272,language,116.198,,Keningau Murut,"('Ambual [ambu1245]':1,'Dusun Murut [dusu1272]':1,'Nabay [naba1255]':1)'Keningau Murut [keni1249][kxi]-l-':1",14906,definitely endangered
False,0,0,0,,207,12117,zbc,cent2098,{},3.97194,language,114.565,,Central Berawan,'Central Berawan [cent2098][zbc]-l-':1,14907,severely endangered
False,0,0,0,,207,12117,zbe,east2486,{},3.96098,language,114.606,,East Berawan,'East Berawan [east2486][zbe]-l-':1,14908,vulnerable
False,2,0,0,,207,12119,nrm,naro1251,{},4.42115,language,114.011,,Narom,"('Miri {Malaysia} [miri1269]':1,'Nuclear Narom [nucl1562]':1)'Narom [naro1251][nrm]-l-':1",14909,vulnerable
False,2,0,0,,207,12119,llk,lela1246,{},4.11426,language,114.029,,Lelak,"('Dali {Lelak} [dali1244]':1,'Nuclear Lelak [nucl1561]':1)'Lelak [lela1246][llk]-l-':1",14910,definitely endangered
False,3,0,0,,207,12120,kyi,kipu1237,{},4.16535,language,114.367,,Kiput,"('Lemiting [lemi1242]':1,'Long Kiput [long1415]':1,'Long Tutoh [long1416]':1)'Kiput [kipu1237][kyi]-l-':1",14911,definitely endangered
False,0,0,0,,207,12120,ttg,tuto1241,{},4.74327,language,114.638,,Tutong,'Tutong [tuto1241][ttg]-l-':1,14912,vulnerable
False,0,0,0,,207,12120,beg,bela1260,{},4.96207,language,114.933,,Lemeting,'Lemeting [bela1260][beg]-l-':1,14913,severely endangered
False,5,0,0,,207,12136,xky,umal1239,{},2.14141,language,114.205,,Uma' Lasan,"('Kakus Penan [kaku1241]':1,'Kemena Penan [keme1241]':1,'Long Bangan [long1401]':1,'Lunan [luna1245]':1,'Uma Bakah [umab1240]':1)'Uma'' Lasan [umal1239][xky]-l-':1",14919,vulnerable
False,0,0,0,,207,12136,ulu,umal1238,{},3.25,language,116.5,,Uma' Lung,'Uma'' Lung [umal1238][ulu]-l-':1,14920,definitely endangered
False,3,0,0,,207,12139,ttw,long1406,{},3.85226,language,114.82,,Western Lowland Kenyah,"('Long Labid [long1407]':1,'Lugat [luga1238]':1,'Nuclear Long Wat [nucl1560]':1)'Western Lowland Kenyah [long1406][ttw]-l-':1",14926,definitely endangered
False,9,0,0,,207,12151,ree,reja1241,{},2.71903,language,114.169,,Rejang Kayan,"('Lemena [leme1239]':1,'Lisum [lisu1251]':1,'Long Badan [long1408]':1,'Long Geng [long1410]':1,'Long Kehobo [long1411]':1,'Long Murun [long1409]':1,'Ma''aging [maag1237]':1,'Uma Daro [umad1241]':1,'Uma Juman [umaj1240]':1)'Rejang Kayan [reja1241][ree]-l-':1",14930,vulnerable
False,0,0,0,,207,12151,xay,kaya1324,{},0.91787,language,114.452,,Kayan Mahakam,'Kayan Mahakam [kaya1324][xay]-l-':1,14931,vulnerable
False,3,0,0,,207,12151,bfg,busa1255,{},0.03494,language,115.401,,Busang Kayan,"('Belayan [bela1259]':1,'Long Bleh [long1414]':1,'Mahakam Busang [maha1298]':1)'Busang Kayan [busa1255][bfg]-l-':1",14932,vulnerable
False,0,0,0,,207,12158,plc,cent2091,{},8.77013,language,117.838,,Central Palawano,'Central Palawano [cent2091][plc]-l-':1,14937,safe
False,1,0,0,,207,12177,tgn,tand1258,{},,language,,,Tandaganon,('Naturalis [natu1247]':1)'Tandaganon [tand1258][tgn]-l-':1,14939,safe
False,3,0,0,,207,12177,sgd,suri1273,{},9.0,language,126.0,,Surigaonon,"('Cantilan [cant1244]':1,'Jaun-Jaun [jaun1245]':1,'Nuclear Surigaonon [nucl1547]':1)'Surigaonon [suri1273][sgd]-l-':1",14940,safe
False,0,0,0,,207,12178,tsg,taus1251,{},5.12236,language,118.88,,Tausug,'Tausug [taus1251][tsg]-l-':1,14941,safe
False,0,0,0,,207,12178,btw,butu1244,{},8.87009,language,125.418,,Butuanon,'Butuanon [butu1244][btw]-l-':1,14942,definitely endangered
False,0,0,0,,207,12186,prh,poro1253,{},10.6726,language,124.454,,Porohanon,'Porohanon [poro1253][prh]-l-':1,14944,safe
False,0,0,0,,207,12186,bfx,bant1293,{},,language,,,Bantayanon,'Bantayanon [bant1293][bfx]-l-':1,14946,safe
False,0,0,0,,207,12188,srv,wara1299,{},12.6795,language,124.015,,Waray Sorsogon,'Waray Sorsogon [wara1299][srv]-l-':1,14950,safe
False,0,0,0,,207,12190,mlz,mala1491,{},11.8564,language,121.919,,Malaynon,'Malaynon [mala1491][mlz]-l-':1,14952,safe
False,0,0,0,,207,12190,akl,akla1241,{},11.5543,language,122.354,,Aklanon,'Aklanon [akla1241][akl]-l-':1,14953,safe
False,0,0,0,,207,12192,srg,sulo1237,{},11.2473,language,122.551,,Sulod,'Sulod [sulo1237][srg]-l-':1,14958,vulnerable
False,7,0,0,,207,12192,krj,kina1250,{},10.8131,language,122.297,,Kinaray-a,"('Anini-Y [anin1241]':1,'Guimaras Island [guim1241]':1,'Hamtik [hamt1248]':1,'Lambunao [lamb1274]':1,'Miag-Ao [miag1237]':1,'Pandan [pand1266]':1,'Pototan [poto1251]':1)'Kinaray-a [kina1250][krj]-l-':1",14959,safe
False,0,0,0,,207,12193,cyo,cuyo1237,{},10.3201,language,119.3,,Cuyonon,'Cuyonon [cuyo1237][cyo]-l-':1,14960,safe
False,4,0,0,,207,12199,kqe,kala1388,{},6.8126,language,125.328,,Kalagan,"('Isamal [isam1242]':1,'Lactan [lact1237]':1,'Piso [piso1238]':1,'Tumuaong [tumu1243]':1)'Kalagan [kala1388][kqe]-l-':1",14962,vulnerable
False,0,0,0,,207,12199,kll,kaga1255,{},7.10698,language,125.61,,Kagan Kalagan,'Kagan Kalagan [kaga1255][kll]-l-':1,14963,vulnerable
False,0,0,0,,207,12212,bkd,binu1244,{},8.15933,language,124.892,,Talaandig-Binukid,'Talaandig-Binukid [binu1244][bkd]-l-':1,14979,safe
False,0,0,0,,207,12212,mba,higa1237,{},8.61202,language,125.071,,Higaonon,'Higaonon [higa1237][mba]-l-':1,14980,safe
False,1,0,0,,207,12214,mbs,sara1327,{},5.84903,language,125.499,,Sarangani Manobo,('Governor Generoso Manobo [gove1241]':1)'Sarangani Manobo [sara1327][mbs]-l-':1,14981,safe
False,2,0,0,,207,12214,mta,cota1241,{},6.39417,language,124.234,,Cotabato Manobo,"('Blit [blit1237]':1,'Tasaday [tasa1241]':1)'Cotabato Manobo [cota1241][mta]-l-':1",14982,safe
False,3,0,0,,207,12216,obo,obom1235,{},7.29141,language,125.09,,Obo Manobo,"('Arakan Manobo [arak1253]':1,'Kidapawan Manobo [kida1237]':1,'Magpet Manobo [magp1237]':1)'Obo Manobo [obom1235][obo]-l-':1",14986,safe
False,0,0,0,,207,12229,snb,sebu1243,{},1.42104,language,110.48,,Sebuyau,'Sebuyau [sebu1243][snb]-l-':1,15010,vulnerable
False,0,0,0,,207,12229,sbx,sebe1242,{},-0.02463,language,111.212,,Seberuang,'Seberuang [sebe1242][sbx]-l-':1,15011,safe
False,0,0,0,,207,12229,mtd,mual1241,{},0.31083,language,111.077,,Mualang,'Mualang [mual1241][mtd]-l-':1,15012,safe
False,7,0,0,,207,12229,iba,iban1264,{},2.09041,language,112.934,,Iban,"('Batang Lupar [bata1287]':1,'Bugau [buga1249]':1,'Dau [dauu1237]':1,'Lemanak [lema1243]':1,'Skrang [skra1237]':1,'Ulu Ai [ulua1242]':1,'Undup [undu1241]':1)'Iban [iban1264][iba]-l-':1",15013,safe
False,0,0,0,,207,12229,lkj,remu1237,{},1.26305,language,110.82,,Remun,'Remun [remu1237][lkj]-l-':1,15014,vulnerable
False,0,0,0,,207,12230,NOCODE_Old-Malay,oldm1243,{},,language,,,Old Malay,'Old Malay [oldm1243]-l-':1,15021,safe
False,3,0,0,,207,12232,jax,jamb1236,{},-2.6469,language,103.13,,Jambi Malay,"('Ilir [ilir1237]':1,'Suku Batin [suku1263]':1,'Ulu {Jambi Malay} [uluu1245]':1)'Jambi Malay [jamb1236][jax]-l-':1",15029,safe
False,0,0,0,,207,12232,dup,duan1242,{},1.56829,language,103.36,,Duano,'Duano [duan1242][dup]-l-':1,15030,definitely endangered
False,10,0,0,,207,12232,kvb,kubu1239,{},-2.42661,language,102.193,,Kubu,"('Bajat [baja1258]':1,'Dawas [dawa1241]':1,'Djambi [djam1258]':1,'Lalang [lala1266]':1,'Nomadic Kubu [noma1261]':1,'Ridan [rida1239]':1,'Supat [supa1246]':1,'Tungkal [tung1288]':1,'Tungkal Ilir [tung1289]':1,'Ulu Lako [ulul1241]':1)'Kubu [kubu1239][kvb]-l-':1",15031,vulnerable
False,1,0,0,,207,12232,mui,musi1241,{},-2.93987,language,103.945,,Musi,('Sekayu Malay [seka1246]':1)'Musi [musi1241][mui]-l-':1,15033,safe
False,2,0,0,,207,12232,ind,indo1316,{},-7.33458,language,109.716,,Indonesian,"('Colloquial Jakarta Indonesian [cjin1234]':1,'Standard Indonesian [stin1234]':1)'Indonesian [indo1316][ind]-l-':1",15034,safe
False,0,0,0,,207,12232,mhp,bali1279,{},-8.355884,language,114.648391,,Balinese Malay,'Balinese Malay [bali1279][mhp]-l-':1,15035,vulnerable
False,11,0,0,,207,12233,min,mina1268,{},4.17,language,96.25,,Minangkabau,"('Agam [agam1238]':1,'Aneuk Jamee [aneu1237]':1,'Batu Sangkar-Pariangan [batu1256]':1,'Kerinci-Minangkabau [keri1249]':1,'Orang Mamak [oran1257]':1,'Pajokumbuh [pajo1237]':1,'Penghulu [peng1245]':1,'Si Junjung [siju1237]':1,'Singkarak [sing1267]':1,'Tanah [tana1280]':1,'Ulu [uluu1244]':1)'Minangkabau [mina1268][min]-l-':1",15037,safe
False,0,0,0,,207,12233,lcf,lubu1241,{},0.63989,language,99.74549,,Lubu,'Lubu [lubu1241][lcf]-l-':1,15038,safe
False,0,0,0,,207,12233,pel,peka1242,{},-3.02248,language,101.691,,Pekal,'Pekal [peka1242][pel]-l-':1,15039,safe
False,0,0,0,,207,12234,goq,gora1261,{},2.13058,language,128.261,,Gorap,'Gorap [gora1261][goq]-l-':1,15041,definitely endangered
False,0,0,0,,207,12236,pse,cent2053,{},-3.79673,language,103.137,,Central Malay,'Central Malay [cent2053][pse]-l-':1,15042,safe
False,0,0,0,,207,12236,hji,haji1235,{},-5.07781,language,104.714,,Haji,'Haji [haji1235][hji]-l-':1,15043,safe
False,2,0,0,,207,12236,liw,coll1240,{},-3.52245,language,103.451,,Col,"('Lembak Bliti [lemb1263]':1,'Lembak Sindang [lemb1264]':1)'Col [coll1240][liw]-l-':1",15044,safe
False,0,0,0,,207,12236,vkk,kaur1269,{},-4.6251,language,103.512,,Kaur,'Kaur [kaur1269][vkk]-l-':1,15045,safe
False,0,0,0,,207,12237,coa,coco1260,{},-12.193342,language,96.833679,,Cocos Islands Malay,'Cocos Islands Malay [coco1260][coa]-l-':1,15046,definitely endangered
False,0,0,0,,207,12237,pea,pera1256,{},-7.982,language,112.619,,Peranakan Indonesian,'Peranakan Indonesian [pera1256][pea]-l-':1,15047,definitely endangered
False,0,0,0,,207,12237,bew,beta1252,{},-6.21174,language,107.022,,Betawi,'Betawi [beta1252][bew]-l-':1,15048,vulnerable
False,0,0,0,,207,12243,lrt,lara1260,{},-8.4746,language,122.7619,,Larantuka Malay,'Larantuka Malay [lara1260][lrt]-l-':1,15051,vulnerable
